game_id,oracle,backend,prior_risk,residual_risk,eventual_risk,intervention_cost,net_regret,dri,eventual_dri,identity_mi_bits,decision_signature_mi_bits,map_type_accuracy,decision_accuracy,expected_commitment_time,root_choice
multitype-asymmetric-loss,task_information,fraction,7/5,24/25,24/25,0,24/25,11/35,11/35,0.19807497918898187,0.19807497918898187,3/5,,1,act:share_resource
multitype-asymmetric-loss,reconnaissance,fraction,7/5,24/25,24/25,0,24/25,11/35,11/35,0.19807497918898187,0.19807497918898187,3/5,,1,act:share_resource
multitype-asymmetric-loss,fixed_action__share_resource,fraction,7/5,24/25,24/25,0,24/25,11/35,11/35,0.19807497918898187,0.19807497918898187,3/5,,1,act:share_resource
multitype-asymmetric-loss,fixed_response,float,1.4000000000000001,1.4000000000000001,1.4000000000000001,0.0,1.4000000000000001,0.0,0.0,0.0,0.0,0.5,,0.0,commit:decision_one
multitype-asymmetric-loss,passive_net,float,1.4000000000000001,0.9600000000000002,0.9600000000000002,0.0,0.9600000000000002,0.3142857142857142,0.3142857142857142,0.1980749791889817,0.1980749791889817,0.6,,1.0,act:share_resource
multitype-asymmetric-loss,task_active_net,float,1.4000000000000001,0.9600000000000002,0.9600000000000002,0.0,0.9600000000000002,0.3142857142857142,0.3142857142857142,0.1980749791889817,0.1980749791889817,0.6,,1.0,act:share_resource
multitype-asymmetric-loss,task_information,float,1.4000000000000001,0.9600000000000002,0.9600000000000002,0.0,0.9600000000000002,0.3142857142857142,0.3142857142857142,0.1980749791889817,0.1980749791889817,0.6,,1.0,act:share_resource
multitype-asymmetric-loss,reconnaissance,float,1.4000000000000001,0.9600000000000002,0.9600000000000002,0.0,0.9600000000000002,0.3142857142857142,0.3142857142857142,0.1980749791889817,0.1980749791889817,0.6,,1.0,act:share_resource
multitype-asymmetric-loss,fixed_action__share_resource,float,1.4000000000000001,0.9600000000000002,0.9600000000000002,0.0,0.9600000000000002,0.3142857142857142,0.3142857142857142,0.1980749791889817,0.1980749791889817,0.6,,1.0,act:share_resource
repeated-noisy-interaction,fixed_response,fraction,20,20,20,0,20,0,0,0.0,0.0,1/2,1/2,0,commit:choose_left
repeated-noisy-interaction,passive_net,fraction,20,20,20,0,20,0,0,0.0,0.0,1/2,1/2,0,commit:choose_left
repeated-noisy-interaction,task_active_net,fraction,20,5/4,5/4,15/4,5,15/16,15/16,0.9375,0.9375,31/32,31/32,15/8,act:stage_shared_item
repeated-noisy-interaction,task_information,fraction,20,5/4,5/4,15/4,5,15/16,15/16,0.9375,0.9375,31/32,31/32,15/8,act:stage_shared_item
